├gr┤cc»	freqContext	freqGram
├n ┤Ii»	1	53204
├n ┤Is»	1	53204
├n ┤J^»	1	53204
├n ┤Jd»	1	53204
├n ┤Ko»	1	53204
├n ┤M)»	1	53204
├n ┤MI»	1	53204
├n ┤Md»	1	53204
├n ┤Mr»	1	53204
├n ┤My»	1	53204
├n ┤Ob»	1	53204
├n ┤Oe»	1	53204
├n ┤Oj»	1	53204
├n ┤Os»	1	53204
├n ┤Oy»	1	53204
├n ┤Pb»	1	53204
├n ┤Ps»	1	53204
├n ┤Py»	1	53204
├n ┤Qi»	1	53204
├n ┤Qj»	1	53204
├n ┤S7»	1	53204
├n ┤SO»	1	53204
├n ┤SS»	1	53204
├n ┤S^»	1	53204
├n ┤Sq»	1	53204
├n ┤T'»	1	53204
├n ┤TO»	1	53204
├n ┤TU»	1	53204
├n ┤Tb»	1	53204
├n ┤Tt»	1	53204
├n ┤Tu»	1	53204
├n ┤UE»	1	53204
├n ┤UI»	1	53204
├n ┤UU»	1	53204
├n ┤Ue»	1	53204
├n ┤Un»	1	53204
├n ┤Uu»	1	53204
├n ┤Uv»	1	53204
├n ┤VD»	1	53204
├n ┤VU»	1	53204
├n ┤Vu»	1	53204
├n ┤Vy»	1	53204
├n ┤WI»	1	53204
├n ┤XV»	1	53204
├n ┤Xu»	1	53204
├n ┤Ya»	1	53204
├n ┤Yl»	1	53204
├n ┤Z »	1	53204
├n ┤Zi»	1	53204
├n ┤Zo»	1	53204
├n ┤[^»	1	53204
├n ┤\W»	1	53204
├n ┤\a»	1	53204
├n ┤\n»	1	53204
├n ┤^/»	1	53204
├n ┤^0»	1	53204
├n ┤^4»	1	53204
├n ┤^7»	1	53204
├n ┤^B»	1	53204
├n ┤^a»	1	53204
├n ┤^j»	1	53204
├n ┤^k»	1	53204
├n ┤^n»	1	53204
├n ┤^s»	1	53204
├n ┤^t»	1	53204
├n ┤^v»	1	53204
├n ┤aL»	1	53204
├n ┤aM»	1	53204
├n ┤a^»	1	53204
├n ┤ak»	1	53204
├n ┤ao»	1	53204
├n ┤ay»	1	53204
├n ┤a£»	1	53204
├n ┤b(»	1	53204
├n ┤bb»	1	53204
├n ┤bj»	1	53204
├n ┤bm»	1	53204
├n ┤bé»	1	53204
├n ┤cc»	1	53204
├n ┤cö»	1	53204
├n ┤dc»	1	53204
├n ┤ds»	1	53204
├n ┤dt»	1	53204
├n ┤dw»	1	53204
├n ┤dë»	1	53204
├n ┤e »	1	53204
├n ┤e&»	1	53204
├n ┤ea»	1	53204
├n ┤eö»	1	53204
├n ┤g »	1	53204
├n ┤gf»	1	53204
├n ┤gé»	1	53204
├n ┤gö»	1	53204
├n ┤hd»	1	53204
├n ┤hn»	1	53204
├n ┤hr»	1	53204
├n ┤iO»	1	53204
├n ┤iV»	1	53204
├n ┤ih»	1	53204
├n ┤il»	1	53204
├n ┤ir»	1	53204
├n ┤it»	1	53204
├n ┤iv»	1	53204
├n ┤iy»	1	53204
├n ┤j^»	1	53204
├n ┤jn»	1	53204
├n ┤ku»	1	53204
├n ┤kw»	1	53204
├n ┤ky»	1	53204
├n ┤l'»	1	53204
├n ┤l>»	1	53204
├n ┤lK»	1	53204
├n ┤lO»	1	53204
├n ┤l^»	1	53204
├n ┤ló»	1	53204
├n ┤lö»	1	53204
├n ┤m;»	1	53204
├n ┤mé»	1	53204
├n ┤n#»	1	53204
├n ┤n^»	1	53204
├n ┤nl»	1	53204
├n ┤ny»	1	53204
├n ┤oa»	1	53204
├n ┤oe»	1	53204
├n ┤pc»	1	53204
├n ┤py»	1	53204
├n ┤pé»	1	53204
├n ┤s'»	1	53204
├n ┤s(»	1	53204
├n ┤s^»	1	53204
├n ┤sh»	1	53204
├n ┤sq»	1	53204
├n ┤t*»	1	53204
├n ┤tV»	1	53204
├n ┤tc»	1	53204
├n ┤tj»	1	53204
├n ┤tl»	1	53204
├n ┤tm»	1	53204
├n ┤ts»	1	53204
├n ┤tv»	1	53204
├n ┤tï»	1	53204
├n ┤tó»	1	53204
├n ┤uo»	1	53204
├n ┤us»	1	53204
├n ┤v<»	1	53204
├n ┤vc»	1	53204
├n ┤vf»	1	53204
├n ┤vt»	1	53204
├n ┤vu»	1	53204
├n ┤vó»	1	53204
├n ┤wc»	1	53204
├n ┤wl»	1	53204
├n ┤y »	1	53204
├n ┤yy»	1	53204
├n ┤} »	1	53204
├n ┤Èc»	1	53204
├n ┤Ën»	1	53204
├n ┤Ër»	1	53204
├n ┤Ü'»	1	53204
├n ┤Üe»	1	53204
├n ┤è »	1	53204
├n ┤ïö»	1	53204
├n ┤ón»	1	53204
├n ┤óo»	1	53204
├n ┤öi»	1	53204
├n ┤ön»	1	53204
├n ┤öy»	1	53204
├n ┤ül»	1	53204
├n ┤ün»	1	53204
├n ┤ür»	1	53204
├n ┤üw»	1	53204
├n ┤• »	1	53204
├e ┤ge»	2404	47055
├e ┤va»	2067	47055
├e ┤de»	1941	47055
├e ┤ve»	1355	47055
├e ┤co»	1272	47055
├e ┤we»	1098	47055
├e ┤vo»	1018	47055
├e ┤be»	991	47055
├e ┤me»	891	47055
├e ┤ee»	876	47055
├e ┤te»	865	47055
├e ┤da»	776	47055
├e ┤in»	741	47055
├e ┤en»	702	47055
├e ┤he»	657	47055
├e ┤on»	623	47055
├e ┤so»	621	47055
├e ┤al»	610	47055
├e ┤na»	595	47055
├e ┤st»	589	47055
├e ┤sc»	587	47055
├e ┤wa»	577	47055
├e ┤sy»	552	47055
├e ┤ma»	544	47055
├e ┤re»	535	47055
├e ┤do»	512	47055
├e ┤Ma»	421	47055
├e ┤ha»	418	47055
├e ┤ae»	415	47055
├e ┤la»	410	47055
├e ┤d'»	393	47055
├e ┤op»	380	47055
├e ┤to»	380	47055
├e ┤se»	374	47055
├e ┤ni»	367	47055
├e ┤pa»	365	47055
├e ┤pr»	326	47055
├e ┤di»	317	47055
├e ┤ho»	315	47055
├e ┤go»	312	47055
├e ┤sa»	312	47055
├e ┤vr»	307	47055
├e ┤cl»	301	47055
├e ┤mo»	298	47055
├e ┤'t»	280	47055
├e ┤Co»	279	47055
├e ┤su»	249	47055
├e ┤qu»	246	47055
├e ┤ja»	244	47055
├e ┤ne»	238	47055
├e ┤ca»	237	47055
├e ┤Ja»	231	47055
├e ┤hu»	230	47055
├e ┤an»	228	47055
├e ┤Ch»	218	47055
├e ┤bo»	215	47055
├e ┤Ba»	212	47055
├e ┤br»	212	47055
├e ┤by»	212	47055
├e ┤wi»	204	47055
├e ┤gr»	200	47055
├e ┤pe»	195	47055
├e ┤ov»	190	47055
├e ┤pl»	190	47055
├e ┤ga»	189	47055
├e ┤2 »	181	47055
├e ┤Po»	181	47055
├e ┤no»	175	47055
├e ┤oo»	174	47055
├e ┤mi»	171	47055
├e ┤om»	171	47055
├e ┤uy»	164	47055
├e ┤fl»	157	47055
├e ┤le»	150	47055
├e ┤si»	145	47055
├e ┤Pa»	141	47055
├e ┤ba»	134	47055
├e ┤10»	125	47055
├e ┤jo»	125	47055
├e ┤ro»	125	47055
├e ┤sl»	125	47055
├e ┤vi»	114	47055
├e ┤Go»	112	47055
├e ┤ar»	111	47055
├e ┤ic»	104	47055
├e ┤sp»	104	47055
├e ┤lo»	102	47055
├e ┤Ne»	100	47055
├e ┤ey»	100	47055
├e ┤ry»	100	47055
├e ┤cr»	99	47055
├e ┤ri»	99	47055
├e ┤bl»	98	47055
├e ┤of»	98	47055
├e ┤tr»	98	47055
├e ┤wo»	97	47055
├e ┤4 »	96	47055
├e ┤ad»	96	47055
├e ┤20»	95	47055
├e ┤ke»	94	47055
├e ┤ra»	93	47055
├e ┤ru»	93	47055
├e ┤Ho»	90	47055
├e ┤cu»	88	47055
├e ┤li»	87	47055
├e ┤Mo»	86	47055
├e ┤dr»	86	47055
├e ┤De»	84	47055
├e ┤my»	80	47055
├e ┤or»	79	47055
├e ┤tw»	79	47055
├e ┤bu»	78	47055
├e ┤af»	77	47055
├e ┤Ca»	75	47055
├e ┤3 »	74	47055
├e ┤ch»	73	47055
├e ┤ta»	72	47055
├e ┤bi»	71	47055
├e ┤ty»	71	47055
├e ┤fo»	68	47055
├e ┤Ta»	66	47055
├e ┤pi»	66	47055
├e ┤Gr»	65	47055
├e ┤Si»	62	47055
├e ┤zy»	62	47055
├e ┤Te»	61	47055
├e ┤vy»	61	47055
├e ┤Ra»	60	47055
├e ┤po»	60	47055
├e ┤sw»	60	47055
├e ┤ex»	59	47055
├e ┤Pe»	58	47055
├e ┤U »	58	47055
├e ┤We»	58	47055
├e ┤is»	58	47055
├e ┤ti»	58	47055
├e ┤12»	57	47055
├e ┤Ga»	57	47055
├e ┤wy»	57	47055
├e ┤5 »	56	47055
├e ┤vl»	54	47055
├e ┤mu»	53	47055
├e ┤ac»	51	47055
├e ┤30»	50	47055
├e ┤6 »	50	47055
├e ┤40»	48	47055
├e ┤Su»	48	47055
├e ┤am»	48	47055
├e ┤Ha»	47	47055
├e ┤In»	47	47055
├e ┤La»	47	47055
├e ┤Se»	47	47055
├e ┤So»	45	47055
├e ┤gi»	45	47055
├e ┤fa»	44	47055
├e ┤Pr»	43	47055
├e ┤lu»	43	47055
├e ┤ou»	43	47055
├e ┤ze»	43	47055
├e ┤Wa»	42	47055
├e ┤ap»	42	47055
├e ┤je»	42	47055
├e ┤7 »	41	47055
├e ┤Da»	41	47055
├e ┤Jo»	40	47055
├e ┤15»	39	47055
├e ┤50»	39	47055
├e ┤Ke»	39	47055
├e ┤ki»	39	47055
├e ┤t'»	39	47055
├e ┤ly»	38	47055
├e ┤Be»	37	47055
├e ┤En»	37	47055
├e ┤H »	37	47055
├e ┤To»	36	47055
├e ┤1 »	35	47055
├e ┤gu»	34	47055
├e ┤8 »	33	47055
├e ┤ju»	33	47055
├e ┤Sa»	32	47055
├e ┤11»	31	47055
├e ┤Li»	31	47055
├e ┤Lo»	31	47055
├e ┤ec»	31	47055
├e ┤25»	30	47055
├e ┤Me»	30	47055
├e ┤Sp»	30	47055
├e ┤Wi»	30	47055
├e ┤Am»	29	47055
├e ┤Na»	29	47055
├e ┤S »	29	47055
├e ┤as»	29	47055
├e ┤ol»	28	47055
├e ┤An»	27	47055
├e ┤du»	27	47055
├e ┤hi»	27	47055
├e ┤hy»	27	47055
├e ┤nu»	27	47055
├e ┤sn»	27	47055
├e ┤Gh»	26	47055
├e ┤pu»	26	47055
├e ┤80»	25	47055
├e ┤Ti»	25	47055
├e ┤16»	24	47055
├e ┤13»	23	47055
├e ┤Br»	23	47055
├e ┤14»	22	47055
├e ┤Cl»	22	47055
├e ┤fr»	22	47055
├e ┤ü »	22	47055
├e ┤As»	21	47055
├e ┤St»	21	47055
├e ┤tu»	21	47055
├e ┤17»	20	47055
├e ┤26»	20	47055
├e ┤Du»	20	47055
├e ┤Hi»	20	47055
├e ┤Ki»	20	47055
├e ┤Ro»	20	47055
├e ┤bh»	20	47055
├e ┤th»	20	47055
├e ┤zu»	20	47055
├e ┤18»	18	47055
├e ┤60»	18	47055
├e ┤Ce»	18	47055
├e ┤Qu»	18	47055
├e ┤d*»	18	47055
├e ┤em»	18	47055
├e ┤er»	18	47055
├e ┤au»	17	47055
├e ┤el»	17	47055
├e ┤f »	17	47055
├e ┤'s»	16	47055
├e ┤19»	16	47055
├e ┤9 »	16	47055
├e ┤E »	16	47055
├e ┤He»	16	47055
├e ┤Re»	16	47055
├e ┤Vo»	16	47055
├e ┤24»	15	47055
├e ┤Ru»	15	47055
├e ┤fe»	15	47055
├e ┤im»	15	47055
├e ┤sm»	15	47055
├e ┤*t»	14	47055
├e ┤70»	14	47055
├e ┤Ar»	14	47055
├e ┤At»	14	47055
├e ┤Le»	14	47055
├e ┤No»	14	47055
├e ┤Ve»	14	47055
├e ┤d »	14	47055
├e ┤p »	14	47055
├e ┤(d»	13	47055
├e ┤/ »	13	47055
├e ┤21»	13	47055
├e ┤Do»	13	47055
├e ┤Ge»	13	47055
├e ┤M »	13	47055
├e ┤Op»	13	47055
├e ┤Ry»	13	47055
├e ┤Sn»	13	47055
├e ┤Vi»	13	47055
├e ┤Ze»	13	47055
├e ┤v^»	13	47055
├e ┤yd»	13	47055
├e ┤23»	12	47055
├e ┤Ed»	12	47055
├e ┤Pi»	12	47055
├e ┤fi»	12	47055
├e ┤gh»	12	47055
├e ┤ye»	12	47055
├e ┤28»	11	47055
├e ┤Hs»	11	47055
├e ┤Or»	11	47055
├e ┤et»	11	47055
├e ┤fy»	11	47055
├e ┤(v»	10	47055
├e ┤22»	10	47055
├e ┤Bi»	10	47055
├e ┤Bo»	10	47055
├e ┤Sw»	10	47055
├e ┤a »	10	47055
├e ┤at»	10	47055
├e ┤Cr»	9	47055
├e ┤Pu»	9	47055
├e ┤Ri»	9	47055
├e ┤Sc»	9	47055
├e ┤ce»	9	47055
├e ┤ob»	9	47055
├e ┤uw»	9	47055
├e ┤vu»	9	47055
├e ┤27»	8	47055
├e ┤45»	8	47055
├e ┤Ac»	8	47055
├e ┤Bu»	8	47055
├e ┤Cb»	8	47055
├e ┤Ie»	8	47055
├e ┤Ju»	8	47055
├e ┤TR»	8	47055
├e ┤ci»	8	47055
├e ┤fu»	8	47055
├e ┤wt»	8	47055
├e ┤(a»	7	47055
├e ┤(g»	7	47055
├e ┤(s»	7	47055
├e ┤/*»	7	47055
├e ┤34»	7	47055
├e ┤35»	7	47055
├e ┤75»	7	47055
├e ┤Ad»	7	47055
├e ┤Eu»	7	47055
├e ┤Gu»	7	47055
├e ┤Lu»	7	47055
├e ┤Va»	7	47055
├e ┤Zo»	7	47055
├e ┤^ »	7	47055
├e ┤ab»	7	47055
├e ┤ie»	7	47055
├e ┤ko»	7	47055
├e ┤u »	7	47055
├e ┤(h»	6	47055
├e ┤29»	6	47055
├e ┤43»	6	47055
├e ┤54»	6	47055
├e ┤61»	6	47055
├e ┤Ag»	6	47055
├e ┤Al»	6	47055
├e ┤Bl»	6	47055
├e ┤Ck»	6	47055
├e ┤Ka»	6	47055
├e ┤Mi»	6	47055
├e ┤Oo»	6	47055
├e ┤Ot»	6	47055
├e ┤U.»	6	47055
├e ┤Vr»	6	47055
├e ┤g'»	6	47055
├e ┤vn»	6	47055
├e ┤ys»	6	47055
├e ┤(o»	5	47055
├e ┤(u»	5	47055
├e ┤32»	5	47055
├e ┤36»	5	47055
├e ┤38»	5	47055
├e ┤46»	5	47055
├e ┤47»	5	47055
├e ┤Di»	5	47055
├e ┤Fe»	5	47055
├e ┤Fo»	5	47055
├e ┤Fr»	5	47055
├e ┤Hg»	5	47055
├e ┤On»	5	47055
├e ┤ai»	5	47055
├e ┤av»	5	47055
├e ┤cn»	5	47055
├e ┤ed»	5	47055
├e ┤eo»	5	47055
├e ┤ka»	5	47055
├e ┤oi»	5	47055
├e ┤za»	5	47055
├e ┤(t»	4	47055
├e ┤. »	4	47055
├e ┤/"»	4	47055
├e ┤33»	4	47055
├e ┤37»	4	47055
├e ┤39»	4	47055
├e ┤41»	4	47055
├e ┤42»	4	47055
├e ┤44»	4	47055
├e ┤48»	4	47055
├e ┤51»	4	47055
├e ┤52»	4	47055
├e ┤58»	4	47055
├e ┤81»	4	47055
├e ┤90»	4	47055
├e ┤Ee»	4	47055
├e ┤Ex»	4	47055
├e ┤Fi»	4	47055
├e ┤Hv»	4	47055
├e ┤IS»	4	47055
├e ┤Im»	4	47055
├e ┤Is»	4	47055
├e ┤Ol»	4	47055
├e ┤Sy»	4	47055
├e ┤Th»	4	47055
├e ┤Tr»	4	47055
├e ┤Ul»	4	47055
├e ┤Yi»	4	47055
├e ┤aj»	4	47055
├e ┤cb»	4	47055
├e ┤d^»	4	47055
├e ┤ef»	4	47055
├e ┤iV»	4	47055
├e ┤oc»	4	47055
├e ┤rh»	4	47055
├e ┤us»	4	47055
├e ┤« »	4	47055
├e ┤• »	4	47055
├e ┤'T»	3	47055
├e ┤'l»	3	47055
├e ┤(e»	3	47055
├e ┤(m»	3	47055
├e ┤(n»	3	47055
├e ┤(z»	3	47055
├e ┤31»	3	47055
├e ┤56»	3	47055
├e ┤57»	3	47055
├e ┤64»	3	47055
├e ┤65»	3	47055
├e ┤76»	3	47055
├e ┤82»	3	47055
├e ┤94»	3	47055
├e ┤Ci»	3	47055
├e ┤Er»	3	47055
├e ┤Gi»	3	47055
├e ┤Gn»	3	47055
├e ┤Hw»	3	47055
├e ┤Om»	3	47055
├e ┤Ou»	3	47055
├e ┤Oy»	3	47055
├e ┤Pl»	3	47055
├e ┤SO»	3	47055
├e ┤Sl»	3	47055
├e ┤Ts»	3	47055
├e ┤Tu»	3	47055
├e ┤Wt»	3	47055
├e ┤Xu»	3	47055
├e ┤[s»	3	47055
├e ┤^2»	3	47055
├e ┤ah»	3	47055
├e ┤eu»	3	47055
├e ┤ii»	3	47055
├e ┤kn»	3	47055
├e ┤l'»	3	47055
├e ┤l^»	3	47055
├e ┤py»	3	47055
├e ┤tb»	3	47055
├e ┤wr»	3	47055
├e ┤'v»	2	47055
├e ┤(b»	2	47055
├e ┤*i»	2	47055
├e ┤..»	2	47055
├e ┤/'»	2	47055
├e ┤1'»	2	47055
├e ┤1S»	2	47055
├e ┤2Y»	2	47055
├e ┤3B»	2	47055
├e ┤3^»	2	47055
├e ┤49»	2	47055
├e ┤4^»	2	47055
├e ┤55»	2	47055
├e ┤62»	2	47055
├e ┤74»	2	47055
├e ┤79»	2	47055
├e ┤7V»	2	47055
├e ┤84»	2	47055
├e ┤86»	2	47055
├e ┤87»	2	47055
├e ┤88»	2	47055
├e ┤92»	2	47055
├e ┤93»	2	47055
├e ┤98»	2	47055
├e ┤Ap»	2	47055
├e ┤B »	2	47055
├e ┤C!»	2	47055
├e ┤D'»	2	47055
├e ┤Ec»	2	47055
├e ┤Es»	2	47055
├e ┤FR»	2	47055
├e ┤Hm»	2	47055
├e ┤Hu»	2	47055
├e ┤Ic»	2	47055
├e ┤Il»	2	47055
├e ┤Iq»	2	47055
├e ┤Ir»	2	47055
├e ┤Iw»	2	47055
├e ┤KO»	2	47055
├e ┤N »	2	47055
├e ┤Oc»	2	47055
├e ┤Ph»	2	47055
├e ┤Py»	2	47055
├e ┤Tc»	2	47055
├e ┤UI»	2	47055
├e ┤V »	2	47055
├e ┤Vj»	2	47055
├e ┤Wo»	2	47055
├e ┤Wy»	2	47055
├e ┤Za»	2	47055
├e ┤[?»	2	47055
├e ┤aU»	2	47055
├e ┤ag»	2	47055
├e ┤bc»	2	47055
├e ┤dw»	2	47055
├e ┤es»	2	47055
├e ┤ev»	2	47055
├e ┤ff»	2	47055
├e ┤gf»	2	47055
├e ┤i »	2	47055
├e ┤io»	2	47055
├e ┤iy»	2	47055
├e ┤l*»	2	47055
├e ┤l>»	2	47055
├e ┤m »	2	47055
├e ┤od»	2	47055
├e ┤oy»	2	47055
├e ┤qn»	2	47055
├e ┤sj»	2	47055
├e ┤t »	2	47055
├e ┤t*»	2	47055
├e ┤vd»	2	47055
├e ┤vv»	2	47055
├e ┤yv»	2	47055
├e ┤zi»	2	47055
├e ┤zo»	2	47055
├e ┤» »	2	47055
├e ┤Ü.»	2	47055
├e ┤  »	1	47055
├e ┤"3»	1	47055
├e ┤"\»	1	47055
├e ┤'a»	1	47055
├e ┤'b»	1	47055
├e ┤'g»	1	47055
├e ┤'i»	1	47055
├e ┤'n»	1	47055
├e ┤'o»	1	47055
├e ┤('»	1	47055
├e ┤(]»	1	47055
├e ┤(i»	1	47055
├e ┤(w»	1	47055
├e ┤(y»	1	47055
├e ┤))»	1	47055
├e ┤* »	1	47055
├e ┤*T»	1	47055
├e ┤*s»	1	47055
├e ┤- »	1	47055
├e ┤-e»	1	47055
├e ┤-l»	1	47055
├e ┤.P»	1	47055
├e ┤.a»	1	47055
├e ┤.o»	1	47055
├e ┤.p»	1	47055
├e ┤.w»	1	47055
├e ┤/^»	1	47055
├e ┤/a»	1	47055
├e ┤0 »	1	47055
├e ┤1^»	1	47055
├e ┤2'»	1	47055
├e ┤2B»	1	47055
├e ┤2S»	1	47055
├e ┤2^»	1	47055
├e ┤4B»	1	47055
├e ┤4n»	1	47055
├e ┤5^»	1	47055
├e ┤5Ó»	1	47055
├e ┤66»	1	47055
├e ┤67»	1	47055
├e ┤69»	1	47055
├e ┤6o»	1	47055
├e ┤6Ö»	1	47055
├e ┤71»	1	47055
├e ┤77»	1	47055
├e ┤78»	1	47055
├e ┤7a»	1	47055
├e ┤85»	1	47055
├e ┤89»	1	47055
├e ┤8^»	1	47055
├e ┤95»	1	47055
├e ┤96»	1	47055
├e ┤;s»	1	47055
├e ┤A »	1	47055
├e ┤Ae»	1	47055
├e ┤Af»	1	47055
├e ┤Ai»	1	47055
├e ┤Au»	1	47055
├e ┤Av»	1	47055
├e ┤BO»	1	47055
├e ┤BR»	1	47055
├e ┤Bf»	1	47055
├e ┤Bk»	1	47055
├e ┤C(»	1	47055
├e ┤Ct»	1	47055
├e ┤D »	1	47055
├e ┤Dr»	1	47055
├e ┤Dè»	1	47055
├e ┤EA»	1	47055
├e ┤Ea»	1	47055
├e ┤Eg»	1	47055
├e ┤Fa»	1	47055
├e ┤GO»	1	47055
├e ┤Gb»	1	47055
├e ┤Gl»	1	47055
├e ┤Hb»	1	47055
├e ┤Hl»	1	47055
├e ┤Hr»	1	47055
├e ┤I7»	1	47055
├e ┤IK»	1	47055
├e ┤IN»	1	47055
├e ┤IO»	1	47055
├e ┤IV»	1	47055
├e ┤Ih»	1	47055
├e ┤Ii»	1	47055
├e ┤Io»	1	47055
├e ┤Je»	1	47055
├e ┤Jh»	1	47055
├e ┤Jn»	1	47055
├e ┤K »	1	47055
├e ┤K5»	1	47055
├e ┤KH»	1	47055
├e ┤MA»	1	47055
├e ┤Mm»	1	47055
├e ┤Ni»	1	47055
├e ┤Nu»	1	47055
├e ┤Oe»	1	47055
├e ┤Of»	1	47055
├e ┤Oi»	1	47055
├e ┤Ov»	1	47055
├e ┤PL»	1	47055
├e ┤P^»	1	47055
├e ┤Pb»	1	47055
├e ┤Ps»	1	47055
├e ┤RE»	1	47055
├e ┤S'»	1	47055
├e ┤S4»	1	47055
├e ┤S8»	1	47055
├e ┤S9»	1	47055
├e ┤SP»	1	47055
├e ┤SU»	1	47055
├e ┤Sd»	1	47055
├e ┤Sf»	1	47055
├e ┤Tl»	1	47055
├e ┤Ua»	1	47055
├e ┤Ub»	1	47055
├e ┤Uw»	1	47055
├e ┤Uy»	1	47055
├e ┤Vs»	1	47055
├e ┤Vz»	1	47055
├e ┤WU»	1	47055
├e ┤Wl»	1	47055
├e ┤Wu»	1	47055
├e ┤Xi»	1	47055
├e ┤Y »	1	47055
├e ┤Yl»	1	47055
├e ┤Yo»	1	47055
├e ┤Z »	1	47055
├e ┤[P»	1	47055
├e ┤^/»	1	47055
├e ┤^0»	1	47055
├e ┤^1»	1	47055
├e ┤^4»	1	47055
├e ┤^7»	1	47055
├e ┤^P»	1	47055
├e ┤^^»	1	47055
├e ┤^d»	1	47055
├e ┤^e»	1	47055
├e ┤^i»	1	47055
├e ┤^m»	1	47055
├e ┤^n»	1	47055
├e ┤^o»	1	47055
├e ┤^u»	1	47055
├e ┤^v»	1	47055
├e ┤aS»	1	47055
├e ┤aa»	1	47055
├e ┤ak»	1	47055
├e ┤bg»	1	47055
├e ┤bj»	1	47055
├e ┤bp»	1	47055
├e ┤bt»	1	47055
├e ┤bö»	1	47055
├e ┤c6»	1	47055
├e ┤c^»	1	47055
├e ┤ct»	1	47055
├e ┤cy»	1	47055
├e ┤cü»	1	47055
├e ┤db»	1	47055
├e ┤dc»	1	47055
├e ┤dd»	1	47055
├e ┤dm»	1	47055
├e ┤dp»	1	47055
├e ┤dv»	1	47055
├e ┤dy»	1	47055
├e ┤dé»	1	47055
├e ┤e »	1	47055
├e ┤ei»	1	47055
├e ┤ek»	1	47055
├e ┤eq»	1	47055
├e ┤e«»	1	47055
├e ┤eé»	1	47055
├e ┤ft»	1	47055
├e ┤g^»	1	47055
├e ┤gc»	1	47055
├e ┤gd»	1	47055
├e ┤gp»	1	47055
├e ┤gé»	1	47055
├e ┤gë»	1	47055
├e ┤hd»	1	47055
├e ┤hö»	1	47055
├e ┤i*»	1	47055
├e ┤iM»	1	47055
├e ┤ih»	1	47055
├e ┤il»	1	47055
├e ┤iq»	1	47055
├e ┤ir»	1	47055
├e ┤it»	1	47055
├e ┤iu»	1	47055
├e ┤ji»	1	47055
├e ┤jp»	1	47055
├e ┤jt»	1	47055
├e ┤l)»	1	47055
├e ┤lY»	1	47055
├e ┤ll»	1	47055
├e ┤m^»	1	47055
├e ┤mg»	1	47055
├e ┤ml»	1	47055
├e ┤mm»	1	47055
├e ┤mn»	1	47055
├e ┤n^»	1	47055
├e ┤ny»	1	47055
├e ┤nï»	1	47055
├e ┤oU»	1	47055
├e ┤oe»	1	47055
├e ┤oj»	1	47055
├e ┤os»	1	47055
├e ┤pV»	1	47055
├e ┤pc»	1	47055
├e ┤r »	1	47055
├e ┤rc»	1	47055
├e ┤s'»	1	47055
├e ┤sU»	1	47055
├e ┤s[»	1	47055
├e ┤s^»	1	47055
├e ┤sb»	1	47055
├e ┤sd»	1	47055
├e ┤sf»	1	47055
├e ┤sv»	1	47055
├e ┤t^»	1	47055
├e ┤tc»	1	47055
├e ┤ts»	1	47055
├e ┤tv»	1	47055
├e ┤v »	1	47055
├e ┤vc»	1	47055
├e ┤vf»	1	47055
├e ┤vk»	1	47055
├e ┤vs»	1	47055
├e ┤vt»	1	47055
├e ┤vè»	1	47055
├e ┤vé»	1	47055
├e ┤wc»	1	47055
├e ┤wn»	1	47055
├e ┤wè»	1	47055
├e ┤wé»	1	47055
├e ┤y »	1	47055
├e ┤ya»	1	47055
├e ┤yi»	1	47055
├e ┤yl»	1	47055
├e ┤ym»	1	47055
├e ┤yr»	1	47055
├e ┤zQ»	1	47055
├e ┤£a»	1	47055
├e ┤£s»	1	47055
├e ┤«e»	1	47055
├e ┤«n»	1	47055
├e ┤«u»	1	47055
├e ┤® »	1	47055
├e ┤Èi»	1	47055
├e ┤èe»	1	47055
├e ┤ï^»	1	47055
├e ┤óo»	1	47055
├e ┤ö »	1	47055
├e ┤ül»	1	47055
├e ┤üy»	1	47055
├e ┤•a»	1	47055
├de┤n »	10376	46343
├de┤r »	2526	46343
├de┤ d»	2018	46343
├de┤n,»	1735	46343
├de┤ s»	1615	46343
├de┤ v»	1580	46343
├de┤ g»	1320	46343
├de┤, »	1287	46343
├de┤re»	1267	46343
├de┤rs»	1262	46343
├de┤se»	988	46343
├de┤ e»	951	46343
├de┤ m»	856	46343
├de┤ w»	854	46343
├de┤ b»	821	46343
├de┤ c»	816	46343
├de┤ a»	815	46343
├de┤ o»	785	46343
├de┤ h»	725	46343
├de┤ t»	676	46343
├de┤ n»	566	46343
├de┤ p»	534	46343
├de┤ r»	490	46343
├de┤s »	475	46343
├de┤ i»	434	46343
├de┤ 1»	357	46343
├de┤ 2»	357	46343
├de┤rt»	357	46343
├de┤ C»	355	46343
├de┤ly»	330	46343
├de┤rl»	314	46343
├de┤ns»	306	46343
├de┤n;»	295	46343
├de┤ l»	287	46343
├de┤ M»	258	46343
├de┤el»	223	46343
├de┤ j»	217	46343
├de┤ S»	215	46343
├de┤l »	211	46343
├de┤nd»	208	46343
├de┤rh»	208	46343
├de┤ f»	205	46343
├de┤er»	202	46343
├de┤ P»	200	46343
├de┤nt»	192	46343
├de┤ur»	190	46343
├de┤rw»	182	46343
├de┤ '»	172	46343
├de┤ G»	167	46343
├de┤ 4»	161	46343
├de┤ H»	154	46343
├de┤le»	151	46343
├de┤ 3»	141	46343
├de┤ J»	119	46343
├de┤ R»	111	46343
├de┤ N»	108	46343
├de┤ 5»	107	46343
├de┤ B»	103	46343
├de┤ss»	98	46343
