«cc├gra┤	freqContext	freqGram
«\ ├end┤	2	12204
«ad├end┤	2	12204
«ef├end┤	2	12204
«ey├end┤	2	12204
«ff├end┤	2	12204
«im├end┤	2	12204
«ip├end┤	2	12204
«is├end┤	2	12204
«lt├end┤	2	12204
«pa├end┤	2	12204
«pp├end┤	2	12204
«ra├end┤	2	12204
«ts├end┤	2	12204
«« ├end┤	2	12204
«» ├end┤	2	12204
« "├end┤	1	12204
« -├end┤	1	12204
« B├end┤	1	12204
« V├end┤	1	12204
« ^├end┤	1	12204
« d├end┤	1	12204
« m├end┤	1	12204
« Ë├end┤	1	12204
« —├end┤	1	12204
« •├end┤	1	12204
«' ├end┤	1	12204
«)b├end┤	1	12204
«-p├end┤	1	12204
«> ├end┤	1	12204
«Di├end┤	1	12204
«E ├end┤	1	12204
«Il├end┤	1	12204
«S ├end┤	1	12204
«Ui├end┤	1	12204
«Z ├end┤	1	12204
«^^├end┤	1	12204
«an├end┤	1	12204
«as├end┤	1	12204
«ay├end┤	1	12204
«bh├end┤	1	12204
«cr├end┤	1	12204
«da├end┤	1	12204
«dd├end┤	1	12204
«de├end┤	1	12204
«eW├end┤	1	12204
«ea├end┤	1	12204
«ee├end┤	1	12204
«ei├end┤	1	12204
«ew├end┤	1	12204
«ez├end┤	1	12204
«fl├end┤	1	12204
«ft├end┤	1	12204
«fw├end┤	1	12204
«g ├end┤	1	12204
«hl├end┤	1	12204
«iU├end┤	1	12204
«ia├end┤	1	12204
«id├end┤	1	12204
«ig├end┤	1	12204
«ii├end┤	1	12204
«in├end┤	1	12204
«io├end┤	1	12204
«ki├end┤	1	12204
«lv├end┤	1	12204
«lw├end┤	1	12204
«mp├end┤	1	12204
«ni├end┤	1	12204
«ns├end┤	1	12204
«o^├end┤	1	12204
«od├end┤	1	12204
«ol├end┤	1	12204
«oy├end┤	1	12204
«r'├end┤	1	12204
«rr├end┤	1	12204
«rv├end┤	1	12204
«sa├end┤	1	12204
«sc├end┤	1	12204
«te├end┤	1	12204
«tr├end┤	1	12204
«ug├end┤	1	12204
«uh├end┤	1	12204
«un├end┤	1	12204
«wa├end┤	1	12204
«ym├end┤	1	12204
«z ├end┤	1	12204
«|(├end┤	1	12204
«Ü ├end┤	1	12204
«é ├end┤	1	12204
«da├er ┤	1698	11668
«nd├er ┤	1081	11668
«na├er ┤	865	11668
«ma├er ┤	797	11668
«ov├er ┤	566	11668
« d├er ┤	541	11668
«ed├er ┤	509	11668
«ha├er ┤	365	11668
«me├er ┤	347	11668
«se├er ┤	329	11668
« t├er ┤	317	11668
«hi├er ┤	280	11668
«ck├er ┤	278	11668
«wa├er ┤	210	11668
«ep├er ┤	188	11668
«ht├er ┤	177	11668
«he├er ┤	167	11668
«mb├er ┤	153	11668
«lv├er ┤	150	11668
«rd├er ┤	140	11668
«et├er ┤	131	11668
«yd├er ┤	123	11668
«ne├er ┤	115	11668
«ja├er ┤	99	11668
«vi├er ┤	96	11668
«eg├er ┤	93	11668
«ys├er ┤	84	11668
«Da├er ┤	81	11668
«at├er ┤	76	11668
«ob├er ┤	73	11668
«ad├er ┤	72	11668
«tt├er ┤	71	11668
«st├er ┤	66	11668
«es├er ┤	59	11668
«ba├er ┤	58	11668
«yn├er ┤	58	11668
«ng├er ┤	54	11668
«pp├er ┤	46	11668
« p├er ┤	45	11668
«yv├er ┤	42	11668
«ve├er ┤	39	11668
«ns├er ┤	38	11668
« e├er ┤	32	11668
«we├er ┤	32	11668
«di├er ┤	29	11668
«ig├er ┤	27	11668
«op├er ┤	25	11668
«ud├er ┤	24	11668
«ag├er ┤	23	11668
«ss├er ┤	23	11668
«vo├er ┤	23	11668
«be├er ┤	21	11668
«ti├er ┤	21	11668
«uw├er ┤	20	11668
«Ma├er ┤	19	11668
«Na├er ┤	18	11668
«ey├er ┤	18	11668
«le├er ┤	18	11668
«ev├er ┤	17	11668
«la├er ┤	16	11668
«ek├er ┤	15	11668
«ph├er ┤	15	11668
«mm├er ┤	14	11668
«ot├er ┤	14	11668
«va├er ┤	14	11668
«am├er ┤	13	11668
«bi├er ┤	13	11668
«ke├er ┤	13	11668
«ld├er ┤	13	11668
«gg├er ┤	12	11668
«ia├er ┤	12	11668
«li├er ┤	12	11668
«og├er ┤	12	11668
«yt├er ┤	12	11668
«He├er ┤	11	11668
«ll├er ┤	11	11668
«nn├er ┤	11	11668
«lt├er ┤	10	11668
«ay├er ┤	9	11668
«si├er ┤	9	11668
«ro├er ┤	8	11668
«ce├er ┤	6	11668
«ze├er ┤	6	11668
« h├er ┤	5	11668
«Ha├er ┤	5	11668
«Ov├er ┤	5	11668
«el├er ┤	5	11668
«nt├er ┤	5	11668
«pi├er ┤	5	11668
«rg├er ┤	5	11668
«ut├er ┤	5	11668
« I├er ┤	4	11668
«bt├er ┤	4	11668
«em├er ┤	4	11668
«en├er ┤	4	11668
«hl├er ┤	4	11668
«md├er ┤	4	11668
«ni├er ┤	4	11668
«od├er ┤	4	11668
«ra├er ┤	4	11668
«t ├er ┤	4	11668
«us├er ┤	4	11668
« P├er ┤	3	11668
«(d├er ┤	3	11668
«^a├er ┤	3	11668
«ar├er ┤	3	11668
«ch├er ┤	3	11668
«ci├er ┤	3	11668
«dd├er ┤	3	11668
«id├er ┤	3	11668
«nj├er ┤	3	11668
«pa├er ┤	3	11668
«sl├er ┤	3	11668
«ua├er ┤	3	11668
«Hi├er ┤	2	11668
«Ua├er ┤	2	11668
«Uv├er ┤	2	11668
«aa├er ┤	2	11668
«an├er ┤	2	11668
«bb├er ┤	2	11668
«bo├er ┤	2	11668
«du├er ┤	2	11668
«ei├er ┤	2	11668
«er├er ┤	2	11668
«fd├er ┤	2	11668
«ff├er ┤	2	11668
«ie├er ┤	2	11668
«ki├er ┤	2	11668
«lf├er ┤	2	11668
«ol├er ┤	2	11668
«om├er ┤	2	11668
«sc├er ┤	2	11668
«to├er ┤	2	11668
«tu├er ┤	2	11668
«ug├er ┤	2	11668
«uy├er ┤	2	11668
« (├er ┤	1	11668
« D├er ┤	1	11668
« E├er ┤	1	11668
« T├er ┤	1	11668
« b├er ┤	1	11668
« v├er ┤	1	11668
«Ba├er ┤	1	11668
«Dd├er ┤	1	11668
«Me├er ┤	1	11668
«Se├er ┤	1	11668
«Ve├er ┤	1	11668
«Wa├er ┤	1	11668
«ab├er ┤	1	11668
«ae├er ┤	1	11668
«ak├er ┤	1	11668
«al├er ┤	1	11668
«av├er ┤	1	11668
«cd├er ┤	1	11668
«ct├er ┤	1	11668
«dL├er ┤	1	11668
«de├er ┤	1	11668
«eW├er ┤	1	11668
«ee├er ┤	1	11668
«gb├er ┤	1	11668
«i)├er ┤	1	11668
«ib├er ┤	1	11668
«il├er ┤	1	11668
«in├er ┤	1	11668
«is├er ┤	1	11668
«it├er ┤	1	11668
«iv├er ┤	1	11668
«kt├er ┤	1	11668
«lo├er ┤	1	11668
«ly├er ┤	1	11668
«mp├er ┤	1	11668
«n#├er ┤	1	11668
«nk├er ┤	1	11668
«nm├er ┤	1	11668
«oh├er ┤	1	11668
«ok├er ┤	1	11668
«pb├er ┤	1	11668
«re├er ┤	1	11668
«ri├er ┤	1	11668
«rk├er ┤	1	11668
«rp├er ┤	1	11668
«rt├er ┤	1	11668
«td├er ┤	1	11668
«v^├er ┤	1	11668
«vu├er ┤	1	11668
«vy├er ┤	1	11668
«wo├er ┤	1	11668
«ya├er ┤	1	11668
«yk├er ┤	1	11668
««d├er ┤	1	11668
«Öa├er ┤	1	11668
«ïï├er ┤	1	11668
«en├ ge┤	1653	11217
«de├ ge┤	972	11217
«er├ ge┤	684	11217
«n,├ ge┤	499	11217
«et├ ge┤	369	11217
«an├ ge┤	355	11217
«te├ ge┤	322	11217
«ck├ ge┤	298	11217
«nt├ ge┤	245	11217
«el├ ge┤	239	11217
«ge├ ge┤	200	11217
«ch├ ge┤	178	11217
«ie├ ge┤	165	11217
«yt├ ge┤	156	11217
«se├ ge┤	153	11217
«gh├ ge┤	145	11217
«ts├ ge┤	142	11217
«'t├ ge┤	131	11217
«in├ ge┤	130	11217
«re├ ge┤	123	11217
«yn├ ge┤	116	11217
«rt├ ge┤	113	11217
«at├ ge┤	111	11217
«e,├ ge┤	97	11217
«ve├ ge┤	95	11217
«ot├ ge┤	93	11217
«t,├ ge┤	93	11217
«rs├ ge┤	92	11217
«as├ ge┤	88	11217
«ns├ ge┤	87	11217
«or├ ge┤	81	11217
«by├ ge┤	78	11217
«op├ ge┤	77	11217
«ne├ ge┤	72	11217
«em├ ge┤	71	11217
«ht├ ge┤	68	11217
«st├ ge┤	64	11217
«dt├ ge┤	63	11217
«om├ ge┤	58	11217
«ft├ ge┤	56	11217
«is├ ge┤	56	11217
«le├ ge┤	53	11217
«s,├ ge┤	52	11217
«al├ ge┤	51	11217
«ke├ ge┤	50	11217
«ls├ ge┤	50	11217
«am├ ge┤	49	11217
«es├ ge┤	45	11217
«un├ ge┤	44	11217
«ys├ ge┤	44	11217
«a,├ ge┤	41	11217
«oe├ ge┤	41	11217
«ff├ ge┤	40	11217
«ca├ ge┤	35	11217
«ia├ ge┤	35	11217
«on├ ge┤	35	11217
«E.├ ge┤	33	11217
«ur├ ge┤	32	11217
«cx├ ge┤	30	11217
«r,├ ge┤	30	11217
«my├ ge┤	27	11217
«to├ ge┤	26	11217
«ae├ ge┤	25	11217
«be├ ge┤	25	11217
«lt├ ge┤	25	11217
«oo├ ge┤	24	11217
«yl├ ge┤	24	11217
«me├ ge┤	23	11217
«ra├ ge┤	23	11217
«ee├ ge┤	22	11217
«ye├ ge┤	21	11217
«k,├ ge┤	20	11217
«p^├ ge┤	20	11217
«h,├ ge┤	19	11217
«ta├ ge┤	19	11217
«ut├ ge┤	19	11217
« 2├ ge┤	18	11217
«n;├ ge┤	18	11217
«oa├ ge┤	18	11217
«ct├ ge┤	17	11217
«os├ ge┤	17	11217
«ar├ ge┤	16	11217
«l,├ ge┤	16	11217
«n)├ ge┤	16	11217
«ry├ ge┤	16	11217
«la├ ge┤	15	11217
«na├ ge┤	15	11217
«s.├ ge┤	15	11217
«'.├ ge┤	14	11217
«kt├ ge┤	14	11217
«ol├ ge┤	13	11217
«00├ ge┤	12	11217
«ap├ ge┤	12	11217
«d^├ ge┤	12	11217
«do├ ge┤	12	11217
«ha├ ge┤	12	11217
«De├ ge┤	11	11217
«ad├ ge┤	11	11217
«d'├ ge┤	11	11217
«dj├ ge┤	11	11217
«eu├ ge┤	11	11217
«it├ ge┤	11	11217
«p®├ ge┤	11	11217
«hs├ ge┤	10	11217
«tj├ ge┤	10	11217
«uw├ ge┤	10	11217
«y^├ ge┤	10	11217
«*,├ ge┤	9	11217
«bo├ ge┤	9	11217
«da├ ge┤	9	11217
«il├ ge┤	9	11217
«m,├ ge┤	9	11217
«ou├ ge┤	9	11217
«p,├ ge┤	9	11217
«pt├ ge┤	9	11217
«rd├ ge┤	9	11217
«sy├ ge┤	9	11217
«ty├ ge┤	9	11217
«us├ ge┤	9	11217
« ;├ ge┤	8	11217
«*.├ ge┤	8	11217
«bt├ ge┤	8	11217
«d,├ ge┤	8	11217
«ek├ ge┤	8	11217
«fs├ ge┤	8	11217
«gb├ ge┤	8	11217
«nd├ ge┤	8	11217
«y,├ ge┤	8	11217
«*t├ ge┤	7	11217
«^.├ ge┤	7	11217
«ce├ ge┤	7	11217
«co├ ge┤	7	11217
«ip├ ge┤	7	11217
«ly├ ge┤	7	11217
«o,├ ge┤	7	11217
«ps├ ge┤	7	11217
«ao├ ge┤	6	11217
«d.├ ge┤	6	11217
«he├ ge┤	6	11217
«hy├ ge┤	6	11217
«j,├ ge┤	6	11217
«od├ ge┤	6	11217
«pe├ ge┤	6	11217
«ui├ ge┤	6	11217
« H├ ge┤	5	11217
«.,├ ge┤	5	11217
«Ed├ ge┤	5	11217
«ei├ ge┤	5	11217
«n^├ ge┤	5	11217
«nu├ ge┤	5	11217
«p*├ ge┤	5	11217
«t)├ ge┤	5	11217
«th├ ge┤	5	11217
«vo├ ge┤	5	11217
«x.├ ge┤	5	11217
« 4├ ge┤	4	11217
« 6├ ge┤	4	11217
« 8├ ge┤	4	11217
«'T├ ge┤	4	11217
«*^├ ge┤	4	11217
«10├ ge┤	4	11217
«ay├ ge┤	4	11217
«ba├ ge┤	4	11217
«cs├ ge┤	4	11217
«e)├ ge┤	4	11217
«e;├ ge┤	4	11217
«f,├ ge┤	4	11217
«go├ ge┤	4	11217
«gu├ ge┤	4	11217
«i,├ ge┤	4	11217
«ir├ ge┤	4	11217
«lo├ ge┤	4	11217
«ma├ ge┤	4	11217
«ny├ ge┤	4	11217
«o.├ ge┤	4	11217
«pa├ ge┤	4	11217
«rj├ ge┤	4	11217
«sa├ ge┤	4	11217
«t;├ ge┤	4	11217
«u,├ ge┤	4	11217
«ue├ ge┤	4	11217
«z.├ ge┤	4	11217
« 3├ ge┤	3	11217
« 5├ ge┤	3	11217
« U├ ge┤	3	11217
« u├ ge┤	3	11217
« •├ ge┤	3	11217
«11├ ge┤	3	11217
«12├ ge┤	3	11217
«20├ ge┤	3	11217
«^»├ ge┤	3	11217
«bj├ ge┤	3	11217
«cb├ ge┤	3	11217
«dl├ ge┤	3	11217
«ep├ ge┤	3	11217
«ey├ ge┤	3	11217
«fi├ ge┤	3	11217
«gj├ ge┤	3	11217
«ks├ ge┤	3	11217
«lh├ ge┤	3	11217
«li├ ge┤	3	11217
«lj├ ge┤	3	11217
«ng├ ge┤	3	11217
«nj├ ge┤	3	11217
«p"├ ge┤	3	11217
«p«├ ge┤	3	11217
«ri├ ge┤	3	11217
«s)├ ge┤	3	11217
«s;├ ge┤	3	11217
«ux├ ge┤	3	11217
«we├ ge┤	3	11217
«wy├ ge┤	3	11217
««»├ ge┤	3	11217
«ën├ ge┤	3	11217
« S├ ge┤	2	11217
« ^├ ge┤	2	11217
«".├ ge┤	2	11217
«',├ ge┤	2	11217
«30├ ge┤	2	11217
«46├ ge┤	2	11217
«50├ ge┤	2	11217
«58├ ge┤	2	11217
«D'├ ge┤	2	11217
«Ie├ ge┤	2	11217
«^^├ ge┤	2	11217
«au├ ge┤	2	11217
«c,├ ge┤	2	11217
«c.├ ge┤	2	11217
«cq├ ge┤	2	11217
«dy├ ge┤	2	11217
«e^├ ge┤	2	11217
«ea├ ge┤	2	11217
«eo├ ge┤	2	11217
«fe├ ge┤	2	11217
«io├ ge┤	2	11217
«k.├ ge┤	2	11217
«kx├ ge┤	2	11217
«mp├ ge┤	2	11217
«mt├ ge┤	2	11217
«n.├ ge┤	2	11217
«nl├ ge┤	2	11217
«oy├ ge┤	2	11217
«pi├ ge┤	2	11217
«rm├ ge┤	2	11217
«u;├ ge┤	2	11217
«um├ ge┤	2	11217
«uy├ ge┤	2	11217
«w,├ ge┤	2	11217
«wt├ ge┤	2	11217
«y*├ ge┤	2	11217
«yp├ ge┤	2	11217
« %├ ge┤	1	11217
« '├ ge┤	1	11217
« *├ ge┤	1	11217
« -├ ge┤	1	11217
« .├ ge┤	1	11217
« 7├ ge┤	1	11217
« >├ ge┤	1	11217
« E├ ge┤	1	11217
« \├ ge┤	1	11217
« c├ ge┤	1	11217
« h├ ge┤	1	11217
« i├ ge┤	1	11217
« ®├ ge┤	1	11217
« »├ ge┤	1	11217
« ü├ ge┤	1	11217
«",├ ge┤	1	11217
«"^├ ge┤	1	11217
«'s├ ge┤	1	11217
«*'├ ge┤	1	11217
«*T├ ge┤	1	11217
«,.├ ge┤	1	11217
«,^├ ge┤	1	11217
«.-├ ge┤	1	11217
«/4├ ge┤	1	11217
«/^├ ge┤	1	11217
«13├ ge┤	1	11217
«15├ ge┤	1	11217
«16├ ge┤	1	11217
«25├ ge┤	1	11217
«26├ ge┤	1	11217
«28├ ge┤	1	11217
«2;├ ge┤	1	11217
«3,├ ge┤	1	11217
«38├ ge┤	1	11217
«4,├ ge┤	1	11217
«40├ ge┤	1	11217
«42├ ge┤	1	11217
«52├ ge┤	1	11217
«55├ ge┤	1	11217
«57├ ge┤	1	11217
«60├ ge┤	1	11217
«62├ ge┤	1	11217
«6;├ ge┤	1	11217
«72├ ge┤	1	11217
«74├ ge┤	1	11217
«80├ ge┤	1	11217
«81├ ge┤	1	11217
«84├ ge┤	1	11217
«87├ ge┤	1	11217
«8^├ ge┤	1	11217
«90├ ge┤	1	11217
«96├ ge┤	1	11217
«<^├ ge┤	1	11217
«By├ ge┤	1	11217
«In├ ge┤	1	11217
«K.├ ge┤	1	11217
«N,├ ge┤	1	11217
«Op├ ge┤	1	11217
«P^├ ge┤	1	11217
«T,├ ge┤	1	11217
«Ue├ ge┤	1	11217
«Uo├ ge┤	1	11217
«^'├ ge┤	1	11217
«^*├ ge┤	1	11217
«^-├ ge┤	1	11217
«^4├ ge┤	1	11217
«^u├ ge┤	1	11217
«a^├ ge┤	1	11217
«ac├ ge┤	1	11217
«ai├ ge┤	1	11217
«cn├ ge┤	1	11217
«cr├ ge┤	1	11217
«d;├ ge┤	1	11217
«di├ ge┤	1	11217
«e:├ ge┤	1	11217
«eK├ ge┤	1	11217
«eb├ ge┤	1	11217
«ed├ ge┤	1	11217
«eh├ ge┤	1	11217
«ex├ ge┤	1	11217
«e}├ ge┤	1	11217
«fa├ ge┤	1	11217
«fy├ ge┤	1	11217
«g,├ ge┤	1	11217
«gi├ ge┤	1	11217
«h'├ ge┤	1	11217
«h)├ ge┤	1	11217
«h*├ ge┤	1	11217
«h^├ ge┤	1	11217
«iB├ ge┤	1	11217
«iT├ ge┤	1	11217
«i^├ ge┤	1	11217
«ix├ ge┤	1	11217
«iy├ ge┤	1	11217
«ja├ ge┤	1	11217
«ji├ ge┤	1	11217
«js├ ge┤	1	11217
«kl├ ge┤	1	11217
«l'├ ge┤	1	11217
«lU├ ge┤	1	11217
«lf├ ge┤	1	11217
«ll├ ge┤	1	11217
«m)├ ge┤	1	11217
«m.├ ge┤	1	11217
«nc├ ge┤	1	11217
«no├ ge┤	1	11217
«n»├ ge┤	1	11217
«oc├ ge┤	1	11217
«ok├ ge┤	1	11217
«p'├ ge┤	1	11217
«p°├ ge┤	1	11217
«q,├ ge┤	1	11217
«r;├ ge┤	1	11217
«rb├ ge┤	1	11217
«rk├ ge┤	1	11217
«rn├ ge┤	1	11217
«s-├ ge┤	1	11217
«s^├ ge┤	1	11217
«sc├ ge┤	1	11217
«so├ ge┤	1	11217
«sé├ ge┤	1	11217
«tb├ ge┤	1	11217
«ti├ ge┤	1	11217
«tx├ ge┤	1	11217
«ud├ ge┤	1	11217
«up├ ge┤	1	11217
«uv├ ge┤	1	11217
«va├ ge┤	1	11217
«wc├ ge┤	1	11217
«x,├ ge┤	1	11217
«xt├ ge┤	1	11217
«y'├ ge┤	1	11217
«ym├ ge┤	1	11217
«yo├ ge┤	1	11217
«yr├ ge┤	1	11217
«y«├ ge┤	1	11217
«za├ ge┤	1	11217
«®,├ ge┤	1	11217
«®.├ ge┤	1	11217
«°,├ ge┤	1	11217
«°.├ ge┤	1	11217
«»*├ ge┤	1	11217
«».├ ge┤	1	11217
«èl├ ge┤	1	11217
«él├ ge┤	1	11217
«en├ de┤	1278	10958
«de├ de┤	1052	10958
«er├ de┤	685	10958
«or├ de┤	563	10958
«et├ de┤	549	10958
«at├ de┤	507	10958
«op├ de┤	369	10958
«an├ de┤	256	10958
«ck├ de┤	255	10958
«by├ de┤	254	10958
«n,├ de┤	217	10958
«ns├ de┤	208	10958
«yt├ de┤	191	10958
«om├ de┤	154	10958
«ot├ de┤	145	10958
«ts├ de┤	141	10958
«n;├ de┤	136	10958
«ie├ de┤	133	10958
«rt├ de┤	133	10958
«te├ de┤	130	10958
«ae├ de┤	123	10958
«le├ de┤	120	10958
«ls├ de┤	120	10958
«in├ de┤	115	10958
«rs├ de┤	114	10958
«nt├ de┤	113	10958
«oo├ de┤	108	10958
«as├ de┤	106	10958
«t,├ de┤	102	10958
«ge├ de┤	94	10958
«e,├ de┤	91	10958
«el├ de┤	87	10958
« ;├ de┤	70	10958
«me├ de┤	70	10958
«ht├ de┤	69	10958
«ch├ de┤	57	10958
«al├ de┤	56	10958
«ip├ de┤	55	10958
«to├ de┤	55	10958
«t;├ de┤	54	10958
«gh├ de┤	50	10958
«ff├ de┤	47	10958
«ft├ de┤	44	10958
«ke├ de┤	42	10958
«ad├ de┤	40	10958
«E.├ de┤	38	10958
«is├ de┤	37	10958
«re├ de┤	37	10958
«un├ de┤	35	10958
«ne├ de┤	34	10958
«dt├ de┤	33	10958
«st├ de┤	33	10958
«r,├ de┤	31	10958
«ve├ de┤	31	10958
«s,├ de┤	29	10958
«es├ de┤	27	10958
«hs├ de┤	27	10958
«bo├ de┤	26	10958
«yn├ de┤	26	10958
«p,├ de┤	25	10958
«se├ de┤	25	10958
«k,├ de┤	23	10958
«a,├ de┤	22	10958
«cx├ de┤	22	10958
«Op├ de┤	21	10958
«hy├ de┤	21	10958
«am├ de┤	20	10958
«kt├ de┤	20	10958
«mt├ de┤	20	10958
«ys├ de┤	20	10958
«e;├ de┤	18	10958
«oe├ de┤	18	10958
«on├ de┤	18	10958
«s;├ de┤	18	10958
«em├ de┤	17	10958
«ur├ de┤	17	10958
«l,├ de┤	16	10958
«yl├ de┤	15	10958
«ia├ de┤	14	10958
«h,├ de┤	12	10958
«il├ de┤	12	10958
«l;├ de┤	12	10958
«sy├ de┤	12	10958
«d;├ de┤	11	10958
«wy├ de┤	11	10958
«'.├ de┤	10	10958
«r;├ de┤	10	10958
«us├ de┤	10	10958
«be├ de┤	9	10958
«d^├ de┤	9	10958
«lt├ de┤	9	10958
«o,├ de┤	9	10958
«p^├ de┤	9	10958
«y,├ de┤	9	10958
«f,├ de┤	8	10958
«ra├ de┤	8	10958
«rm├ de┤	8	10958
« a├ de┤	7	10958
«^°├ de┤	7	10958
«ei├ de┤	7	10958
«h;├ de┤	7	10958
«ng├ de┤	7	10958
«pe├ de┤	7	10958
«pt├ de┤	7	10958
«ry├ de┤	7	10958
«sa├ de┤	7	10958
«ut├ de┤	7	10958
«*"├ de┤	6	10958
«.,├ de┤	6	10958
«^"├ de┤	6	10958
«co├ de┤	6	10958
«d,├ de┤	6	10958
«n)├ de┤	6	10958
«ol├ de┤	6	10958
«rj├ de┤	6	10958
«wt├ de┤	6	10958
«ap├ de┤	5	10958
«ar├ de┤	5	10958
«ca├ de┤	5	10958
«ey├ de┤	5	10958
«it├ de┤	5	10958
«my├ de┤	5	10958
«na├ de┤	5	10958
«nu├ de┤	5	10958
«o.├ de┤	5	10958
«od├ de┤	5	10958
«rd├ de┤	5	10958
«y;├ de┤	5	10958
«y^├ de┤	5	10958
« 6├ de┤	4	10958
« —├ de┤	4	10958
«*.├ de┤	4	10958
«*^├ de┤	4	10958
«*°├ de┤	4	10958
«10├ de┤	4	10958
«Om├ de┤	4	10958
«ce├ de┤	4	10958
«do├ de┤	4	10958
«ee├ de┤	4	10958
«go├ de┤	4	10958
«gs├ de┤	4	10958
«ha├ de┤	4	10958
«k;├ de┤	4	10958
«ly├ de┤	4	10958
«m,├ de┤	4	10958
«mo├ de┤	4	10958
«n:├ de┤	4	10958
«nd├ de┤	4	10958
«ny├ de┤	4	10958
«os├ de┤	4	10958
«ty├ de┤	4	10958
« .├ de┤	3	10958
« 2├ de┤	3	10958
« U├ de┤	3	10958
« »├ de┤	3	10958
«'^├ de┤	3	10958
«),├ de┤	3	10958
«*,├ de┤	3	10958
«20├ de┤	3	10958
«In├ de┤	3	10958
«Wt├ de┤	3	10958
«^.├ de┤	3	10958
«ay├ de┤	3	10958
«bt├ de┤	3	10958
«d.├ de┤	3	10958
«ed├ de┤	3	10958
«fe├ de┤	3	10958
«fs├ de┤	3	10958
«h^├ de┤	3	10958
«he├ de┤	3	10958
«lp├ de┤	3	10958
«nl├ de┤	3	10958
«p;├ de┤	3	10958
«s.├ de┤	3	10958
«th├ de┤	3	10958
«tj├ de┤	3	10958
«uw├ de┤	3	10958
««»├ de┤	3	10958
«®°├ de┤	3	10958
« 9├ de┤	2	10958
« :├ de┤	2	10958
« H├ de┤	2	10958
« t├ de┤	2	10958
«".├ de┤	2	10958
«'"├ de┤	2	10958
«'t├ de┤	2	10958
«12├ de┤	2	10958
«7^├ de┤	2	10958
«8,├ de┤	2	10958
«a;├ de┤	2	10958
«ct├ de┤	2	10958
«d)├ de┤	2	10958
«dj├ de┤	2	10958
«dl├ de┤	2	10958
«dy├ de┤	2	10958
«e)├ de┤	2	10958
«e.├ de┤	2	10958
«ea├ de┤	2	10958
«fl├ de┤	2	10958
«i,├ de┤	2	10958
«j,├ de┤	2	10958
«k)├ de┤	2	10958
«la├ de┤	2	10958
«li├ de┤	2	10958
«lj├ de┤	2	10958
«m;├ de┤	2	10958
«ma├ de┤	2	10958
«oa├ de┤	2	10958
«ob├ de┤	2	10958
«of├ de┤	2	10958
«ro├ de┤	2	10958
«so├ de┤	2	10958
«t:├ de┤	2	10958
«ta├ de┤	2	10958
«u,├ de┤	2	10958
«ul├ de┤	2	10958
«up├ de┤	2	10958
«va├ de┤	2	10958
«w,├ de┤	2	10958
««"├ de┤	2	10958
«ét├ de┤	2	10958
«ën├ de┤	2	10958
« *├ de┤	1	10958
« 4├ de┤	1	10958
« 5├ de┤	1	10958
« 7├ de┤	1	10958
« 8├ de┤	1	10958
« E├ de┤	1	10958
« f├ de┤	1	10958
« i├ de┤	1	10958
« k├ de┤	1	10958
« l├ de┤	1	10958
« m├ de┤	1	10958
« o├ de┤	1	10958
« p├ de┤	1	10958
« u├ de┤	1	10958
« •├ de┤	1	10958
«""├ de┤	1	10958
«"\├ de┤	1	10958
«''├ de┤	1	10958
«',├ de┤	1	10958
«);├ de┤	1	10958
«**├ de┤	1	10958
«*;├ de┤	1	10958
«*\├ de┤	1	10958
«*»├ de┤	1	10958
«,'├ de┤	1	10958
«/^├ de┤	1	10958
«00├ de┤	1	10958
«0^├ de┤	1	10958
«11├ de┤	1	10958
«13├ de┤	1	10958
«14├ de┤	1	10958
«25├ de┤	1	10958
«31├ de┤	1	10958
«40├ de┤	1	10958
«45├ de┤	1	10958
«46├ de┤	1	10958
«4^├ de┤	1	10958
«52├ de┤	1	10958
«5;├ de┤	1	10958
«6"├ de┤	1	10958
«9^├ de┤	1	10958
«By├ de┤	1	10958
«Ci├ de┤	1	10958
«Ed├ de┤	1	10958
«K)├ de┤	1	10958
«N,├ de┤	1	10958
«P"├ de┤	1	10958
«S;├ de┤	1	10958
«T^├ de┤	1	10958
«Up├ de┤	1	10958
«V^├ de┤	1	10958
«^*├ de┤	1	10958
«^,├ de┤	1	10958
«^^├ de┤	1	10958
«^i├ de┤	1	10958
«^n├ de┤	1	10958
«^«├ de┤	1	10958
«a.├ de┤	1	10958
«aJ├ de┤	1	10958
«a^├ de┤	1	10958
«ai├ de┤	1	10958
«ao├ de┤	1	10958
«au├ de┤	1	10958
«az├ de┤	1	10958
«b.├ de┤	1	10958
«bs├ de┤	1	10958
«c,├ de┤	1	10958
