«cc├gr┤	freqContext	freqGram
«lm├e ┤	1	47055
«mb├e ┤	1	47055
«me├e ┤	1	47055
«ml├e ┤	1	47055
«mv├e ┤	1	47055
«n'├e ┤	1	47055
«nk├e ┤	1	47055
«nm├e ┤	1	47055
«np├e ┤	1	47055
«né├e ┤	1	47055
«oK├e ┤	1	47055
«o^├e ┤	1	47055
«oa├e ┤	1	47055
«ob├e ┤	1	47055
«oi├e ┤	1	47055
«or├e ┤	1	47055
«pa├e ┤	1	47055
«pb├e ┤	1	47055
«ph├e ┤	1	47055
«pk├e ┤	1	47055
«pl├e ┤	1	47055
«pr├e ┤	1	47055
«ps├e ┤	1	47055
«py├e ┤	1	47055
«qd├e ┤	1	47055
«re├e ┤	1	47055
«rp├e ┤	1	47055
«s^├e ┤	1	47055
«sc├e ┤	1	47055
«sy├e ┤	1	47055
«t ├e ┤	1	47055
«t<├e ┤	1	47055
«tv├e ┤	1	47055
«uJ├e ┤	1	47055
«uc├e ┤	1	47055
«ue├e ┤	1	47055
«uu├e ┤	1	47055
«vd├e ┤	1	47055
«wa├e ┤	1	47055
«xt├e ┤	1	47055
«yg├e ┤	1	47055
«yp├e ┤	1	47055
«yu├e ┤	1	47055
«zp├e ┤	1	47055
«ès├e ┤	1	47055
«él├e ┤	1	47055
«ël├e ┤	1	47055
«ëv├e ┤	1	47055
«ïd├e ┤	1	47055
«ïp├e ┤	1	47055
«öd├e ┤	1	47055
«üd├e ┤	1	47055
«üw├e ┤	1	47055
«en├de┤	11945	46343
«an├de┤	3720	46343
«on├de┤	2476	46343
«ou├de┤	2057	46343
«e ├de┤	1941	46343
«t ├de┤	1906	46343
«ee├de┤	1884	46343
«n ├de┤	1736	46343
«ad├de┤	1643	46343
«er├de┤	1561	46343
«r ├de┤	1271	46343
«or├de┤	891	46343
«s ├de┤	823	46343
«yn├de┤	779	46343
«in├de┤	682	46343
«, ├de┤	630	46343
«oe├de┤	572	46343
«ga├de┤	508	46343
«p ├de┤	458	46343
«la├de┤	436	46343
«we├de┤	397	46343
«me├de┤	379	46343
«ey├de┤	362	46343
«; ├de┤	358	46343
«y ├de┤	334	46343
«uy├de┤	302	46343
«k ├de┤	257	46343
«si├de┤	223	46343
«il├de┤	218	46343
«o ├de┤	218	46343
«el├de┤	216	46343
«m ├de┤	205	46343
«l ├de┤	186	46343
«re├de┤	179	46343
«ie├de┤	175	46343
«le├de┤	168	46343
«sy├de┤	146	46343
«ff├de┤	143	46343
«id├de┤	140	46343
« y├de┤	127	46343
«oo├de┤	127	46343
«ra├de┤	123	46343
«em├de┤	119	46343
«na├de┤	119	46343
«h ├de┤	111	46343
«Ne├de┤	104	46343
«ar├de┤	102	46343
«ge├de┤	98	46343
«he├de┤	97	46343
«sa├de┤	88	46343
«ty├de┤	86	46343
«un├de┤	85	46343
«va├de┤	84	46343
«. ├de┤	80	46343
«ul├de┤	75	46343
«de├de┤	70	46343
«En├de┤	68	46343
«a ├de┤	65	46343
«bo├de┤	65	46343
«be├de┤	62	46343
«go├de┤	62	46343
«se├de┤	60	46343
«d ├de┤	59	46343
«ha├de┤	59	46343
«zy├de┤	58	46343
«by├de┤	57	46343
«al├de┤	52	46343
«f ├de┤	52	46343
«^ ├de┤	48	46343
«gh├de┤	44	46343
«ly├de┤	42	46343
«ro├de┤	41	46343
«ae├de┤	40	46343
«ne├de┤	39	46343
«vi├de┤	38	46343
«ch├de┤	37	46343
«au├de┤	35	46343
«Go├de┤	34	46343
«ua├de┤	34	46343
«te├de┤	28	46343
«ce├de┤	26	46343
«op├de┤	26	46343
«x ├de┤	23	46343
«" ├de┤	20	46343
«ny├de┤	20	46343
«He├de┤	19	46343
«On├de┤	18	46343
«Se├de┤	18	46343
«eu├de┤	18	46343
«) ├de┤	17	46343
«In├de┤	17	46343
«i ├de┤	17	46343
«Ou├de┤	16	46343
«mo├de┤	16	46343
«wy├de┤	16	46343
«j ├de┤	15	46343
«° ├de┤	15	46343
« (├de┤	14	46343
«ma├de┤	14	46343
«Ra├de┤	13	46343
«ry├de┤	13	46343
«Wy├de┤	12	46343
«eo├de┤	12	46343
« e├de┤	11	46343
«no├de┤	11	46343
«nt├de┤	11	46343
«pa├de┤	11	46343
«da├de┤	10	46343
«ed├de┤	10	46343
«fl├de┤	10	46343
«0 ├de┤	9	46343
«ea├de┤	9	46343
«ns├de┤	9	46343
«u ├de┤	9	46343
«» ├de┤	9	46343
«: ├de┤	8	46343
«ep├de┤	8	46343
«ol├de┤	8	46343
«om├de┤	8	46343
«ur├de┤	8	46343
« a├de┤	7	46343
«bi├de┤	7	46343
«g ├de┤	7	46343
«* ├de┤	6	46343
«2 ├de┤	6	46343
«ca├de┤	6	46343
«uw├de┤	6	46343
«èn├de┤	6	46343
« E├de┤	5	46343
« ^├de┤	5	46343
«6 ├de┤	5	46343
«Va├de┤	5	46343
«^n├de┤	5	46343
«b ├de┤	5	46343
«cn├de┤	5	46343
«ei├de┤	5	46343
«ii├de┤	5	46343
«ir├de┤	5	46343
«of├de┤	5	46343
«oy├de┤	5	46343
«ri├de┤	5	46343
« v├de┤	4	46343
«' ├de┤	4	46343
«Ua├de┤	4	46343
«\ ├de┤	4	46343
«eD├de┤	4	46343
«ec├de┤	4	46343
«nl├de┤	4	46343
«w ├de┤	4	46343
«yu├de┤	4	46343
«én├de┤	4	46343
«— ├de┤	4	46343
« m├de┤	3	46343
«5 ├de┤	3	46343
«An├de┤	3	46343
«Pe├de┤	3	46343
«U ├de┤	3	46343
«^i├de┤	3	46343
«do├de┤	3	46343
«fi├de┤	3	46343
«oa├de┤	3	46343
«rn├de┤	3	46343
«sp├de┤	3	46343
«ud├de┤	3	46343
«ym├de┤	3	46343
«é ├de┤	3	46343
«ón├de┤	3	46343
« .├de┤	2	46343
« g├de┤	2	46343
« i├de┤	2	46343
«1 ├de┤	2	46343
«3 ├de┤	2	46343
«4 ├de┤	2	46343
«9 ├de┤	2	46343
«H ├de┤	2	46343
«Ol├de┤	2	46343
«^a├de┤	2	46343
«at├de┤	2	46343
«dl├de┤	2	46343
«eb├de┤	2	46343
«eh├de┤	2	46343
«es├de┤	2	46343
«et├de┤	2	46343
«hy├de┤	2	46343
«iT├de┤	2	46343
«ig├de┤	2	46343
«im├de┤	2	46343
«li├de┤	2	46343
«ls├de┤	2	46343
«nn├de┤	2	46343
«oD├de┤	2	46343
«oS├de┤	2	46343
«od├de┤	2	46343
«oü├de┤	2	46343
«rm├de┤	2	46343
«s^├de┤	2	46343
«ta├de┤	2	46343
«ti├de┤	2	46343
«tt├de┤	2	46343
«ui├de┤	2	46343
«yl├de┤	2	46343
«yt├de┤	2	46343
«z ├de┤	2	46343
«« ├de┤	2	46343
« '├de┤	1	46343
« -├de┤	1	46343
« n├de┤	1	46343
«! ├de┤	1	46343
«''├de┤	1	46343
«(«├de┤	1	46343
«)o├de┤	1	46343
«*°├de┤	1	46343
«- ├de┤	1	46343
«-[├de┤	1	46343
«2y├de┤	1	46343
«7 ├de┤	1	46343
«8 ├de┤	1	46343
«;^├de┤	1	46343
«A ├de┤	1	46343
«Ba├de┤	1	46343
«Be├de┤	1	46343
«Bo├de┤	1	46343
«CT├de┤	1	46343
«Co├de┤	1	46343
«E ├de┤	1	46343
«Hi├de┤	1	46343
«J ├de┤	1	46343
«Le├de┤	1	46343
«Lo├de┤	1	46343
«Me├de┤	1	46343
«Mi├de┤	1	46343
«Ni├de┤	1	46343
«Op├de┤	1	46343
«Oö├de┤	1	46343
«Re├de┤	1	46343
«We├de┤	1	46343
«Wi├de┤	1	46343
«aD├de┤	1	46343
«aQ├de┤	1	46343
«aa├de┤	1	46343
«ah├de┤	1	46343
«ai├de┤	1	46343
«as├de┤	1	46343
«bj├de┤	1	46343
«ck├de┤	1	46343
«cy├de┤	1	46343
«cé├de┤	1	46343
«d^├de┤	1	46343
«dd├de┤	1	46343
«dt├de┤	1	46343
«eH├de┤	1	46343
«e^├de┤	1	46343
«ef├de┤	1	46343
«eq├de┤	1	46343
«eé├de┤	1	46343
«eö├de┤	1	46343
«fe├de┤	1	46343
«gb├de┤	1	46343
«hm├de┤	1	46343
«ht├de┤	1	46343
«i'├de┤	1	46343
«i)├de┤	1	46343
«i*├de┤	1	46343
«i-├de┤	1	46343
«ia├de┤	1	46343
«if├de┤	1	46343
«ij├de┤	1	46343
«io├de┤	1	46343
«ip├de┤	1	46343
«iy├de┤	1	46343
«iï├de┤	1	46343
«j^├de┤	1	46343
«ji├de┤	1	46343
«kn├de┤	1	46343
«lF├de┤	1	46343
«l^├de┤	1	46343
«lt├de┤	1	46343
«lu├de┤	1	46343
«mb├de┤	1	46343
«mi├de┤	1	46343
«n'├de┤	1	46343
«n.├de┤	1	46343
«nm├de┤	1	46343
«o;├de┤	1	46343
«o^├de┤	1	46343
«ot├de┤	1	46343
«pe├de┤	1	46343
«q ├de┤	1	46343
«rg├de┤	1	46343
«s'├de┤	1	46343
«sn├de┤	1	46343
«sv├de┤	1	46343
«t*├de┤	1	46343
«tn├de┤	1	46343
«uf├de┤	1	46343
«ug├de┤	1	46343
«vn├de┤	1	46343
«wé├de┤	1	46343
«ya├de┤	1	46343
«ye├de┤	1	46343
«yg├de┤	1	46343
«yo├de┤	1	46343
«yr├de┤	1	46343
«yü├de┤	1	46343
««n├de┤	1	46343
«® ├de┤	1	46343
«Ën├de┤	1	46343
«èe├de┤	1	46343
«éh├de┤	1	46343
«ïi├de┤	1	46343
«óu├de┤	1	46343
«öi├de┤	1	46343
«ün├de┤	1	46343
«• ├de┤	1	46343
«€n├de┤	1	46343
« v├er┤	4455	37861
«nd├er┤	3192	37861
«da├er┤	2781	37861
«wa├er┤	1646	37861
«ov├er┤	1174	37861
«ed├er┤	1170	37861
«na├er┤	971	37861
« d├er┤	885	37861
« w├er┤	858	37861
«ma├er┤	844	37861
«ad├er┤	677	37861
« g├er┤	643	37861
«ck├er┤	633	37861
«uv├er┤	599	37861
«se├er┤	592	37861
«me├er┤	567	37861
«ha├er┤	503	37861
«vo├er┤	485	37861
«va├er┤	448	37861
«te├er┤	438	37861
«ve├er┤	424	37861
«wi├er┤	417	37861
«st├er┤	397	37861
«ne├er┤	362	37861
«en├er┤	354	37861
« t├er┤	349	37861
«rd├er┤	349	37861
« p├er┤	338	37861
« e├er┤	334	37861
«hi├er┤	303	37861
«he├er┤	299	37861
«ep├er┤	285	37861
«pp├er┤	268	37861
«ht├er┤	263	37861
«ja├er┤	259	37861
«ng├er┤	252	37861
«re├er┤	242	37861
«ys├er┤	241	37861
«ge├er┤	223	37861
«vi├er┤	221	37861
«lv├er┤	213	37861
« h├er┤	202	37861
«de├er┤	202	37861
«et├er┤	189	37861
«ev├er┤	188	37861
«eg├er┤	187	37861
«tt├er┤	181	37861
«at├er┤	179	37861
«mb├er┤	174	37861
«yd├er┤	171	37861
«ti├er┤	153	37861
«ue├er┤	143	37861
«le├er┤	142	37861
« b├er┤	133	37861
«ld├er┤	120	37861
«ie├er┤	117	37861
«ce├er┤	112	37861
«nt├er┤	112	37861
«mm├er┤	108	37861
«Da├er┤	105	37861
«ob├er┤	105	37861
«ba├er┤	104	37861
«iv├er┤	101	37861
«op├er┤	101	37861
« P├er┤	100	37861
«nv├er┤	98	37861
«ch├er┤	92	37861
«la├er┤	90	37861
« S├er┤	86	37861
«ey├er┤	83	37861
« D├er┤	80	37861
«yv├er┤	80	37861
« B├er┤	78	37861
«Ch├er┤	78	37861
«di├er┤	78	37861
«ke├er┤	75	37861
«we├er┤	74	37861
«rt├er┤	71	37861
«es├er┤	65	37861
«yn├er┤	64	37861
«pa├er┤	61	37861
«Ma├er┤	57	37861
«ro├er┤	56	37861
«ss├er┤	56	37861
« a├er┤	55	37861
«ia├er┤	54	37861
«ud├er┤	54	37861
«ni├er┤	51	37861
«li├er┤	49	37861
«ns├er┤	48	37861
«ci├er┤	47	37861
«id├er┤	46	37861
«ag├er┤	45	37861
«ig├er┤	45	37861
« V├er┤	44	37861
«uw├er┤	43	37861
«ek├er┤	40	37861
« m├er┤	39	37861
«be├er┤	39	37861
« G├er┤	37	37861
«rg├er┤	36	37861
«sk├er┤	36	37861
«pe├er┤	35	37861
«rv├er┤	35	37861
« k├er┤	33	37861
«nj├er┤	33	37861
«gg├er┤	31	37861
«nn├er┤	31	37861
«ye├er┤	31	37861
«us├er┤	30	37861
«yt├er┤	30	37861
«He├er┤	29	37861
«em├er┤	29	37861
«eb├er┤	28	37861
«lt├er┤	28	37861
«pi├er┤	28	37861
«ll├er┤	27	37861
«yg├er┤	27	37861
« T├er┤	26	37861
«Ha├er┤	26	37861
«am├er┤	26	37861
«rm├er┤	26	37861
« s├er┤	25	37861
«in├er┤	24	37861
«is├er┤	24	37861
«ff├er┤	23	37861
« C├er┤	22	37861
«bi├er┤	22	37861
«gi├er┤	22	37861
«ot├er┤	22	37861
«ra├er┤	22	37861
«sp├er┤	22	37861
«tw├er┤	22	37861
« K├er┤	21	37861
«Me├er┤	21	37861
«Na├er┤	21	37861
«ec├er┤	21	37861
«ef├er┤	21	37861
«ga├er┤	21	37861
«ph├er┤	21	37861
«kw├er┤	20	37861
« H├er┤	19	37861
«el├er┤	19	37861
«lw├er┤	19	37861
«ay├er┤	18	37861
«e ├er┤	18	37861
«rw├er┤	18	37861
«n ├er┤	17	37861
«nu├er┤	17	37861
«sl├er┤	17	37861
«ic├er┤	16	37861
«og├er┤	16	37861
«tg├er┤	16	37861
«ab├er┤	15	37861
«it├er┤	15	37861
«od├er┤	15	37861
«sa├er┤	15	37861
«xe├er┤	15	37861
« E├er┤	14	37861
«Gh├er┤	14	37861
«ar├er┤	14	37861
«er├er┤	14	37861
«si├er┤	14	37861
«t ├er┤	14	37861
«vn├er┤	14	37861
«ct├er┤	13	37861
«oc├er┤	13	37861
«qu├er┤	13	37861
«^a├er┤	12	37861
«ri├er┤	12	37861
«rn├er┤	12	37861
«(v├er┤	11	37861
«oy├er┤	11	37861
«ul├er┤	11	37861
«ur├er┤	11	37861
«ib├er┤	10	37861
«up├er┤	10	37861
« W├er┤	9	37861
« y├er┤	9	37861
«Ov├er┤	9	37861
«dd├er┤	9	37861
«dv├er┤	9	37861
«mo├er┤	9	37861
«rb├er┤	9	37861
«Hv├er┤	8	37861
«Ka├er┤	8	37861
«al├er┤	8	37861
«av├er┤	8	37861
«bb├er┤	8	37861
«hl├er┤	8	37861
«lo├er┤	8	37861
«mp├er┤	8	37861
«xp├er┤	8	37861
«ze├er┤	8	37861
« J├er┤	7	37861
«bt├er┤	7	37861
«dj├er┤	7	37861
«ol├er┤	7	37861
«om├er┤	7	37861
«pg├er┤	7	37861
«s ├er┤	7	37861
«tv├er┤	7	37861
«ut├er┤	7	37861
«uy├er┤	7	37861
«ap├er┤	6	37861
«tu├er┤	6	37861
«v^├er┤	6	37861
« F├er┤	5	37861
« M├er┤	5	37861
« n├er┤	5	37861
«So├er┤	5	37861
«Wa├er┤	5	37861
«bo├er┤	5	37861
«du├er┤	5	37861
«ei├er┤	5	37861
«ip├er┤	5	37861
«lb├er┤	5	37861
«md├er┤	5	37861
«mu├er┤	5	37861
«on├er┤	5	37861
«rl├er┤	5	37861
«ta├er┤	5	37861
«ua├er┤	5	37861
«ug├er┤	5	37861
«yl├er┤	5	37861
« I├er┤	4	37861
« l├er┤	4	37861
«Bo├er┤	4	37861
«Bu├er┤	4	37861
«Hi├er┤	4	37861
«Wi├er┤	4	37861
«ew├er┤	4	37861
«gu├er┤	4	37861
«il├er┤	4	37861
«im├er┤	4	37861
«ir├er┤	4	37861
«ka├er┤	4	37861
«mi├er┤	4	37861
«nw├er┤	4	37861
«or├er┤	4	37861
«rp├er┤	4	37861
«sc├er┤	4	37861
«sv├er┤	4	37861
«to├er┤	4	37861
«vd├er┤	4	37861
«(d├er┤	3	37861
«Mo├er┤	3	37861
«St├er┤	3	37861
«Va├er┤	3	37861
«^g├er┤	3	37861
«ax├er┤	3	37861
«ca├er┤	3	37861
«ea├er┤	3	37861
«ee├er┤	3	37861
«ex├er┤	3	37861
«fe├er┤	3	37861
«fg├er┤	3	37861
«fi├er┤	3	37861
«hm├er┤	3	37861
«hu├er┤	3	37861
«k ├er┤	3	37861
«kk├er┤	3	37861
«lf├er┤	3	37861
«nf├er┤	3	37861
«nk├er┤	3	37861
«rk├er┤	3	37861
«sw├er┤	3	37861
«tl├er┤	3	37861
«ts├er┤	3	37861
« Y├er┤	2	37861
« c├er┤	2	37861
« f├er┤	2	37861
«' ├er┤	2	37861
«'e├er┤	2	37861
«'v├er┤	2	37861
«Ay├er┤	2	37861
«Be├er┤	2	37861
«Dd├er┤	2	37861
«Di├er┤	2	37861
«E ├er┤	2	37861
«Go├er┤	2	37861
«Pe├er┤	2	37861
«Ua├er┤	2	37861
«Uv├er┤	2	37861
«Vo├er┤	2	37861
«^v├er┤	2	37861
«aa├er┤	2	37861
«ae├er┤	2	37861
«ak├er┤	2	37861
«an├er┤	2	37861
«as├er┤	2	37861
«bs├er┤	2	37861
«cb├er┤	2	37861
«cd├er┤	2	37861
«cl├er┤	2	37861
«dw├er┤	2	37861
«fd├er┤	2	37861
«fl├er┤	2	37861
«fw├er┤	2	37861
«gn├er┤	2	37861
«ho├er┤	2	37861
«je├er┤	2	37861
«ki├er┤	2	37861
«ko├er┤	2	37861
«lp├er┤	2	37861
«ls├er┤	2	37861
«mf├er┤	2	37861
«mw├er┤	2	37861
«nb├er┤	2	37861
«nc├er┤	2	37861
«nm├er┤	2	37861
«np├er┤	2	37861
«ok├er┤	2	37861
«ou├er┤	2	37861
«pk├er┤	2	37861
«po├er┤	2	37861
«pt├er┤	2	37861
«r ├er┤	2	37861
«rc├er┤	2	37861
«rh├er┤	2	37861
«rr├er┤	2	37861
«rs├er┤	2	37861
«sm├er┤	2	37861
«th├er┤	2	37861
«tr├er┤	2	37861
«ub├er┤	2	37861
«uc├er┤	2	37861
«um├er┤	2	37861
«xc├er┤	2	37861
«éd├er┤	2	37861
« (├er┤	1	37861
« Z├er┤	1	37861
« x├er┤	1	37861
« «├er┤	1	37861
«'g├er┤	1	37861
«*p├er┤	1	37861
«*v├er┤	1	37861
«, ├er┤	1	37861
«-G├er┤	1	37861
«-v├er┤	1	37861
«. ├er┤	1	37861
«.v├er┤	1	37861
«?e├er┤	1	37861
«Am├er┤	1	37861
«Ba├er┤	1	37861
«Cb├er┤	1	37861
«Ci├er┤	1	37861
«Dt├er┤	1	37861
«Ev├er┤	1	37861
«Ge├er┤	1	37861
«Hg├er┤	1	37861
«Hw├er┤	1	37861
«Ip├er┤	1	37861
«Iv├er┤	1	37861
«Ja├er┤	1	37861
«Mi├er┤	1	37861
«Pi├er┤	1	37861
«Po├er┤	1	37861
«Qi├er┤	1	37861
«Se├er┤	1	37861
«Si├er┤	1	37861
«Ub├er┤	1	37861
«Ue├er┤	1	37861
«Ve├er┤	1	37861
«Vi├er┤	1	37861
«Zi├er┤	1	37861
«^k├er┤	1	37861
«^m├er┤	1	37861
«^n├er┤	1	37861
«a ├er┤	1	37861
«bc├er┤	1	37861
«cc├er┤	1	37861
«cg├er┤	1	37861
«cv├er┤	1	37861
«cy├er┤	1	37861
«d ├er┤	1	37861
«dL├er┤	1	37861
«d^├er┤	1	37861
«dk├er┤	1	37861
«e<├er┤	1	37861
«eW├er┤	1	37861
«eh├er┤	1	37861
«eu├er┤	1	37861
«ez├er┤	1	37861
«fh├er┤	1	37861
«fr├er┤	1	37861
«gb├er┤	1	37861
«gr├er┤	1	37861
«h ├er┤	1	37861
«hb├er┤	1	37861
«hh├er┤	1	37861
«hw├er┤	1	37861
«i)├er┤	1	37861
«iN├er┤	1	37861
«ii├er┤	1	37861
«jA├er┤	1	37861
«jp├er┤	1	37861
«kl├er┤	1	37861
«kt├er┤	1	37861
«l ├er┤	1	37861
«lj├er┤	1	37861
«lm├er┤	1	37861
«lu├er┤	1	37861
«ly├er┤	1	37861
«m ├er┤	1	37861
«mc├er┤	1	37861
«n#├er┤	1	37861
«n^├er┤	1	37861
«no├er┤	1	37861
«oe├er┤	1	37861
«of├er┤	1	37861
«oh├er┤	1	37861
«oi├er┤	1	37861
«os├er┤	1	37861
«pb├er┤	1	37861
«pl├er┤	1	37861
«pr├er┤	1	37861
«ru├er┤	1	37861
«sg├er┤	1	37861
«sh├er┤	1	37861
«so├er┤	1	37861
«tb├er┤	1	37861
«td├er┤	1	37861
«ty├er┤	1	37861
«tê├er┤	1	37861
«uU├er┤	1	37861
«uk├er┤	1	37861
«un├er┤	1	37861
«vr├er┤	1	37861
«vt├er┤	1	37861
«vu├er┤	1	37861
«vv├er┤	1	37861
«vy├er┤	1	37861
«w^├er┤	1	37861
«wl├er┤	1	37861
«wo├er┤	1	37861
«ww├er┤	1	37861
«wy├er┤	1	37861
«y ├er┤	1	37861
«ya├er┤	1	37861
«yb├er┤	1	37861
«yc├er┤	1	37861
«yk├er┤	1	37861
«yp├er┤	1	37861
««d├er┤	1	37861
«°d├er┤	1	37861
«Öa├er┤	1	37861
«éb├er┤	1	37861
«êv├er┤	1	37861
«ët├er┤	1	37861
«ïï├er┤	1	37861
«óv├er┤	1	37861
«üd├er┤	1	37861
«üy├er┤	1	37861
«—v├er┤	1	37861
«me├t ┤	3888	28717
«da├t ┤	2518	28717
«er├t ┤	1973	28717
«ch├t ┤	1740	28717
«ie├t ┤	1631	28717
«an├t ┤	1433	28717
« '├t ┤	1337	28717
«to├t ┤	1308	28717
«en├t ┤	1192	28717
«he├t ┤	1139	28717
«uy├t ┤	987	28717
«ey├t ┤	916	28717
«es├t ┤	505	28717
«ck├t ┤	486	28717
«el├t ┤	431	28717
«in├t ┤	428	28717
«ty├t ┤	373	28717
«ae├t ┤	366	28717
«or├t ┤	352	28717
«oo├t ┤	340	28717
«ef├t ┤	316	28717
«ou├t ┤	312	28717
«nd├t ┤	293	28717
«oe├t ┤	253	28717
«ad├t ┤	241	28717
«wa├t ┤	232	28717
«as├t ┤	203	28717
«on├t ┤	168	28717
«us├t ┤	160	28717
«om├t ┤	149	28717
«gh├t ┤	137	28717
«di├t ┤	131	28717
«op├t ┤	104	28717
«ee├t ┤	101	28717
«em├t ┤	98	28717
«od├t ┤	93	28717
«of├t ┤	92	28717
«rs├t ┤	92	28717
« f├t ┤	80	28717
«ei├t ┤	78	28717
«oy├t ┤	69	28717
« *├t ┤	68	28717
«is├t ┤	63	28717
«ar├t ┤	62	28717
«lo├t ┤	59	28717
«ns├t ┤	59	28717
«os├t ┤	56	28717
«He├t ┤	52	28717
«un├t ┤	51	28717
«be├t ┤	45	28717
«yl├t ┤	41	28717
«ac├t ┤	40	28717
«ec├t ┤	40	28717
«hu├t ┤	39	28717
«ud├t ┤	37	28717
«ul├t ┤	37	28717
«rd├t ┤	36	28717
« w├t ┤	35	28717
«cb├t ┤	34	28717
«hs├t ┤	33	28717
«mp├t ┤	33	28717
«Me├t ┤	31	28717
«To├t ┤	29	28717
«ep├t ┤	28	28717
«ed├t ┤	27	28717
«ly├t ┤	27	28717
«eb├t ┤	25	28717
«il├t ┤	25	28717
«ui├t ┤	25	28717
«ys├t ┤	24	28717
«se├t ┤	23	28717
«ba├t ┤	22	28717
«lf├t ┤	21	28717
«ri├t ┤	19	28717
«ur├t ┤	19	28717
«yf├t ┤	19	28717
«Da├t ┤	16	28717
«aa├t ┤	15	28717
«af├t ┤	15	28717
«io├t ┤	14	28717
«uw├t ┤	14	28717
«fy├t ┤	13	28717
«ga├t ┤	13	28717
«n'├t ┤	12	28717
« W├t ┤	11	28717
«Op├t ┤	11	28717
«au├t ┤	11	28717
«de├t ┤	11	28717
«ta├t ┤	11	28717
«ts├t ┤	11	28717
«In├t ┤	10	28717
«ex├t ┤	10	28717
«ic├t ┤	10	28717
«la├t ┤	10	28717
«nc├t ┤	10	28717
«r'├t ┤	10	28717
«al├t ┤	9	28717
«if├t ┤	9	28717
«ol├t ┤	9	28717
«yn├t ┤	9	28717
«Uy├t ┤	8	28717
«bo├t ┤	8	28717
«e'├t ┤	8	28717
«le├t ┤	8	28717
«t'├t ┤	8	28717
«ap├t ┤	7	28717
«pi├t ┤	7	28717
«va├t ┤	7	28717
«Wa├t ┤	6	28717
«eu├t ┤	6	28717
«ho├t ┤	6	28717
«li├t ┤	6	28717
«mo├t ┤	6	28717
«te├t ┤	6	28717
«ve├t ┤	6	28717
«wy├t ┤	6	28717
«Di├t ┤	5	28717
«ek├t ┤	5	28717
«gb├t ┤	5	28717
«ha├t ┤	5	28717
«p'├t ┤	5	28717
«ra├t ┤	5	28717
«sy├t ┤	5	28717
«uf├t ┤	5	28717
«vi├t ┤	5	28717
«wi├t ┤	5	28717
«hi├t ┤	4	28717
«iy├t ┤	4	28717
«ld├t ┤	4	28717
«lu├t ┤	4	28717
«ma├t ┤	4	28717
«mé├t ┤	4	28717
«ne├t ┤	4	28717
«ny├t ┤	4	28717
«po├t ┤	4	28717
«ry├t ┤	4	28717
«s'├t ┤	4	28717
«yd├t ┤	4	28717
«ér├t ┤	4	28717
«üy├t ┤	4	28717
«('├t ┤	3	28717
«^a├t ┤	3	28717
«^e├t ┤	3	28717
«ay├t ┤	3	28717
«by├t ┤	3	28717
«ce├t ┤	3	28717
«cr├t ┤	3	28717
«ff├t ┤	3	28717
«ge├t ┤	3	28717
«ii├t ┤	3	28717
«jo├t ┤	3	28717
«ms├t ┤	3	28717
«na├t ┤	3	28717
«ng├t ┤	3	28717
«pa├t ┤	3	28717
«pu├t ┤	3	28717
«rc├t ┤	3	28717
«re├t ┤	3	28717
«ro├t ┤	3	28717
«sa├t ┤	3	28717
«si├t ┤	3	28717
«ue├t ┤	3	28717
«yr├t ┤	3	28717
«^s├t ┤	2	28717
«am├t ┤	2	28717
«ca├t ┤	2	28717
«cy├t ┤	2	28717
«gi├t ┤	2	28717
«gs├t ┤	2	28717
«ia├t ┤	2	28717
«ki├t ┤	2	28717
«ks├t ┤	2	28717
«m'├t ┤	2	28717
«my├t ┤	2	28717
«n^├t ┤	2	28717
«ni├t ┤	2	28717
«nl├t ┤	2	28717
«rm├t ┤	2	28717
«tu├t ┤	2	28717
«we├t ┤	2	28717
«y'├t ┤	2	28717
«ye├t ┤	2	28717
«ym├t ┤	2	28717
«óm├t ┤	2	28717
« ^├t ┤	1	28717
« a├t ┤	1	28717
«(^├t ┤	1	28717
«(i├t ┤	1	28717
«.a├t ┤	1	28717
«/'├t ┤	1	28717
«;'├t ┤	1	28717
«>e├t ┤	1	28717
«Ae├t ┤	1	28717
«E'├t ┤	1	28717
«Ea├t ┤	1	28717
«Pi├t ┤	1	28717
«Se├t ┤	1	28717
«W7├t ┤	1	28717
«Wy├t ┤	1	28717
«^^├t ┤	1	28717
«^f├t ┤	1	28717
«^h├t ┤	1	28717
«^i├t ┤	1	28717
«^n├t ┤	1	28717
«^r├t ┤	1	28717
«^y├t ┤	1	28717
«ak├t ┤	1	28717
«bs├t ┤	1	28717
«bu├t ┤	1	28717
«cf├t ┤	1	28717
«cm├t ┤	1	28717
«d'├t ┤	1	28717
